ID	Kind	Name	Min	Max	Mode	Median	Mean	Total	query(count)	query(coverage)	query(coverage/max)	query(coverage/mode)	Pathway_ID
M00351_1	Complex	Spliceosome, U1-snRNP	0.0	100.0	5	0.0	10.7388	10	0	0.0	0.0	0.0	M00351
M00247_1	Complex	Putative ABC transport system	0.0	100.0	5	0.0	20.564	3	0	0.0	0.0	0.0	M00247
M00182_1	Complex	RNA polymerase I, eukaryotes	0.0	100.0	5	0.0	11.224	12	0	0.0	0.0	0.0	M00182
M00212_1	Complex	Ribose transport system	0.0	100.0	5	0.0	33.3826	3	3	1.0	1.0	20.0	M00212
M00809_1	Complex	PTS system, glucose-specific II component	0.0	100.0	5	0.0	7.9424	3	0	0.0	0.0	0.0	M00809
M00196_1	Complex	Raffinose/stachyose/melibiose transport system	0.0	100.0	5	0.0	24.1596	4	1	0.25	0.25	5.0	M00196
M00192_1	Complex	Putative thiamine transport system	0.0	100.0	5	0.0	4.9624	3	0	0.0	0.0	0.0	M00192
M00400_1	Complex	p97-Ufd1-Npl4 complex	0.0	100.0	5	0.0	17.0669	3	0	0.0	0.0	0.0	M00400
M00159_1	Complex	V/A-type ATPase, prokaryotes	0.0	100.0	5	0.0	14.4933	9	0	0.0	0.0	0.0	M00159
M00249_1	Complex	Capsular polysaccharide transport system	0.0	100.0	5	0.0	7.6592	3	0	0.0	0.0	0.0	M00249
M00269_1	Complex	PTS system, sucrose-specific II component	0.0	100.0	5	0.0	11.6858	3	0	0.0	0.0	0.0	M00269
M00600_1	Complex	alpha-1,4-Digalacturonate transport system	0.0	100.0	5	0.0	2.315	3	0	0.0	0.0	0.0	M00600
M00189_1	Complex	Molybdate transport system	0.0	100.0	95	66.6667	52.3211	3	3	1.0	1.0	1.05263157895	M00189
M00227_1	Complex	Glutamine transport system	0.0	100.0	5	0.0	6.7479	3	0	0.0	0.0	0.0	M00227
M00393_1	Complex	TRAMP complex	0.0	100.0	5	0.0	10.4298	3	0	0.0	0.0	0.0	M00393
M00290_1	Complex	Holo-TFIIH complex	0.0	100.0	5	0.0	13.3986	10	0	0.0	0.0	0.0	M00290
M00397_1	Complex	Lsm 1-7 complex	0.0	100.0	5	0.0	11.2301	7	0	0.0	0.0	0.0	M00397
M00407_1	Complex	SCF-CDC4 complex	0.0	100.0	5	0.0	9.9187	4	0	0.0	0.0	0.0	M00407
M00153_1	Complex	Cytochrome d ubiquinol oxidase	0.0	100.0	95	100.0	54.6915	2	2	1.0	1.0	1.05263157895	M00153
M00197_1	Complex	Putative fructooligosaccharide transport system	0.0	100.0	5	0.0	11.9597	4	1	0.25	0.25	5.0	M00197
M00325_1	Complex	alpha-Hemolysin/cyclolysin transport system	0.0	100.0	5	0.0	14.5795	3	1	0.3333	0.3333	6.666	M00325
M00202_1	Complex	Oligogalacturonide transport system	0.0	100.0	5	0.0	3.3124	3	0	0.0	0.0	0.0	M00202
M00806_1	Complex	PTS system, maltose-specific II component	0.0	100.0	5	0.0	8.5704	3	0	0.0	0.0	0.0	M00806
M00597_1	Complex	Anoxygenic photosystem II	0.0	100.0	5	0.0	2.1426	2	0	0.0	0.0	0.0	M00597
M00710_1	Complex	Multidrug resistance, efflux pump EbrAB	0.0	100.0	5	0.0	1.2006	2	0	0.0	0.0	0.0	M00710
M00708_1	Complex	Multidrug resistance, PatAB transporter	0.0	100.0	5	0.0	2.198	2	0	0.0	0.0	0.0	M00708
M00254_1	Complex	ABC-2 type transport system	0.0	100.0	95	100.0	80.8829	2	2	1.0	1.0	1.05263157895	M00254
M91002_1	Complex	Ribosome, bacteria	0.0	100.0	95	100.0	85.0757	21	19	0.9048	0.9048	0.952421052632	M91002
M00257_1	Complex	Hemin transport system	0.0	100.0	5	0.0	0.7019	2	0	0.0	0.0	0.0	M00257
M00303_1	Complex	PTS system, N-acetylmuramic acid-specific II component	0.0	100.0	5	0.0	8.2995	3	0	0.0	0.0	0.0	M00303
M00598_1	Complex	Anoxygenic photosystem I	0.0	100.0	5	0.0	0.3879	4	0	0.0	0.0	0.0	M00598
M00264_1	Complex	DNA polymerase II complex, archaea	0.0	100.0	5	0.0	5.5227	2	0	0.0	0.0	0.0	M00264
M00817_2	Complex	Lantibiotic transport system	0.0	100.0	5	0.0	3.6941	3	0	0.0	0.0	0.0	M00817
M00265_1	Complex	PTS system, glucose-specific II component	0.0	100.0	5	0.0	12.0182	3	0	0.0	0.0	0.0	M00265
M00149_1	Complex	Succinate dehydrogenase, prokaryotes	0.0	100.0	95	75.0	57.5175	4	4	1.0	1.0	1.05263157895	M00149
M00188_1	Complex	NitT/TauT family transport system	0.0	100.0	5	66.6667	49.2058	3	3	1.0	1.0	20.0	M00188
M00162_1	Complex	Cytochrome b6f complex	0.0	100.0	5	0.0	4.2344	8	0	0.0	0.0	0.0	M00162
M00281_1	Complex	PTS system, lactose-specific II component	0.0	100.0	5	0.0	2.2288	3	0	0.0	0.0	0.0	M00281
M00228_1	Complex	Putative glutamine transport system	0.0	100.0	5	0.0	6.8095	3	0	0.0	0.0	0.0	M00228
M00256_1	Complex	Cell division transport system	0.0	100.0	95	100.0	57.7761	2	2	1.0	1.0	1.05263157895	M00256
M00791_1	Complex	Manganese/zinc transport system	0.0	100.0	5	0.0	0.8743	3	0	0.0	0.0	0.0	M00791
M00423_1	Complex	Molybdate/tungstate transport system	0.0	100.0	5	0.0	5.5042	3	0	0.0	0.0	0.0	M00423
M00384_1	Complex	Cul3-SPOP complex	0.0	100.0	5	0.0	10.0357	3	0	0.0	0.0	0.0	M00384
M00428_1	Complex	eIF4F complex	0.0	100.0	5	0.0	12.0305	3	0	0.0	0.0	0.0	M00428
M00148_1	Complex	Succinate dehydrogenase (ubiquinone)	0.0	100.0	5	0.0	10.4636	4	0	0.0	0.0	0.0	M00148
M00402_1	Complex	Translocon-associated protein (TRAP) complex	0.0	100.0	5	0.0	5.5412	4	0	0.0	0.0	0.0	M00402
M00218_1	Complex	Fructose transport system	0.0	100.0	5	0.0	4.6177	3	0	0.0	0.0	0.0	M00218
M00319_1	Complex	Manganese/zinc/iron transport system	0.0	100.0	5	0.0	7.3144	4	0	0.0	0.0	0.0	M00319
M00341_1	Complex	Proteasome, 19S regulatory particle (PA700)	0.0	100.0	5	0.0	11.5218	19	0	0.0	0.0	0.0	M00341
M00177_1	Complex	Ribosome, eukaryotes	0.0	100.0	5	0.0	14.5155	77	0	0.0	0.0	0.0	M00177
M00211_1	Complex	Putative ABC transport system	0.0	100.0	5	0.0	22.1093	2	2	1.0	1.0	20.0	M00211
M00241_1	Complex	Vitamin B12 transport system	0.0	100.0	5	0.0	6.0461	3	1	0.3333	0.3333	6.666	M00241
M00262_1	Complex	DNA polymerase delta complex	0.0	100.0	5	0.0	10.4174	4	0	0.0	0.0	0.0	M00262
M00416_1	Complex	Cytochrome aa3-600 menaquinol oxidase	0.0	100.0	5	0.0	4.5622	4	0	0.0	0.0	0.0	M00416
M00289_1	Complex	RF-C complex	0.0	100.0	5	0.0	12.4861	3	0	0.0	0.0	0.0	M00289
M00219_1	Complex	AI-2 transport system	0.0	100.0	5	0.0	2.4289	4	0	0.0	0.0	0.0	M00219
M00354_1	Complex	Spliceosome, U4/U6.U5 tri-snRNP	0.0	100.0	5	0.0	11.4062	30	0	0.0	0.0	0.0	M00354
M00408_1	Complex	ESCRT-0 complex	0.0	100.0	5	0.0	8.2194	2	0	0.0	0.0	0.0	M00408
M00603_1	Complex	Putative aldouronate transport system	0.0	100.0	5	0.0	9.654	3	0	0.0	0.0	0.0	M00603
M00315_1	Complex	Uncharacterized ABC transport system	0.0	100.0	5	0.0	3.2693	2	0	0.0	0.0	0.0	M00315
M00401_1	Complex	Sec61 complex	0.0	100.0	5	0.0	13.3481	3	0	0.0	0.0	0.0	M00401
M00323_1	Complex	Urea transport system	0.0	100.0	5	0.0	19.6601	5	5	1.0	1.0	20.0	M00323
M00392_1	Complex	Ski complex	0.0	100.0	5	0.0	10.9223	3	0	0.0	0.0	0.0	M00392
M00179_1	Complex	Ribosome, archaea	0.0	100.0	55	53.4483	58.7251	58	31	0.5345	0.5345	0.971818181818	M00179
M00213_1	Complex	L-Arabinose transport system	0.0	100.0	5	0.0	6.711	3	3	1.0	1.0	20.0	M00213
M00669_1	Complex	gamma-Hexachlorocyclohexane transport system	0.0	100.0	5	0.0	40.4137	4	4	1.0	1.0	20.0	M00669
M00201_1	Complex	alpha-Glucoside transport system	0.0	100.0	5	0.0	6.8464	3	0	0.0	0.0	0.0	M00201
M00288_1	Complex	RPA complex	0.0	100.0	5	0.0	13.2003	3	0	0.0	0.0	0.0	M00288
M00277_1	Complex	PTS system, N-acetylgalactosamine-specific II component	0.0	100.0	5	0.0	3.9804	4	0	0.0	0.0	0.0	M00277
M00322_1	Complex	Neutral amino acid transport system	0.0	100.0	5	0.0	2.1278	5	0	0.0	0.0	0.0	M00322
M00180_1	Complex	RNA polymerase II, eukaryotes	0.0	100.0	5	0.0	11.618	12	0	0.0	0.0	0.0	M00180
M00406_1	Complex	TREX complex	0.0	100.0	5	0.0	9.5586	8	0	0.0	0.0	0.0	M00406
M00152_1	Complex	Cytochrome bc1 complex	0.0	100.0	5	0.0	16.1733	10	3	0.3	0.3	6.0	M00152
M00232_1	Complex	General L-amino acid transport system	0.0	100.0	5	0.0	15.109	4	4	1.0	1.0	20.0	M00232
M00321_1	Complex	Bicarbonate transport system	0.0	100.0	5	0.0	1.8655	4	0	0.0	0.0	0.0	M00321
M00246_2	Complex	Nickel transport system	0.0	100.0	5	0.0	23.6239	4	0	0.0	0.0	0.0	M00246
M00399_1	Complex	Cap binding complex	0.0	100.0	5	0.0	11.4703	2	0	0.0	0.0	0.0	M00399
M00272_1	Complex	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	0.0	100.0	5	0.0	8.5704	3	0	0.0	0.0	0.0	M00272
M00271_1	Complex	PTS system, beta-glucoside-specific II component	0.0	100.0	5	0.0	12.2399	3	0	0.0	0.0	0.0	M00271
M00294_1	Complex	DNA polymerase gamma complex	0.0	100.0	5	0.0	6.1322	2	0	0.0	0.0	0.0	M00294
M00634_1	Complex	Oleandomycin transport system	0.0	100.0	5	0.0	2.2904	2	0	0.0	0.0	0.0	M00634
M00589_1	Complex	Putative lysine transport system	0.0	100.0	5	0.0	4.1128	3	0	0.0	0.0	0.0	M00589
M00437_1	Complex	Phthalate transport system	0.0	100.0	5	0.0	0.0739	3	0	0.0	0.0	0.0	M00437
M00411_1	Complex	SCF-GRR1 complex	0.0	100.0	5	0.0	9.9095	4	0	0.0	0.0	0.0	M00411
M00222_1	Complex	Phosphate transport system	0.0	100.0	95	100.0	73.4669	4	4	1.0	1.0	1.05263157895	M00222
M00157_1	Complex	F-type ATPase, prokaryotes and chloroplasts	0.0	100.0	95	100.0	77.2165	8	8	1.0	1.0	1.05263157895	M00157
M00242_1	Complex	Zinc transport system	0.0	100.0	5	0.0	44.1694	3	3	1.0	1.0	20.0	M00242
M00711_1	Complex	Multidrug resistance, efflux pump MdtIJ	0.0	100.0	5	0.0	5.8921	2	0	0.0	0.0	0.0	M00711
M00353_1	Complex	Spliceosome, Prp19/CDC5L complex	0.0	100.0	5	0.0	10.2615	9	0	0.0	0.0	0.0	M00353
M00330_1	Complex	Adhesin protein transport system	0.0	100.0	5	0.0	13.6806	3	3	1.0	1.0	20.0	M00330
M00207_1	Complex	Putative multiple sugar transport system	0.0	100.0	5	25.0	43.4706	4	1	0.25	0.25	5.0	M00207
M00276_1	Complex	PTS system, mannose-specific II component	0.0	100.0	5	0.0	15.0813	4	0	0.0	0.0	0.0	M00276
M00635_1	Complex	Tetracycline resistance, TetAB(46) transporter	0.0	100.0	5	0.0	0.4064	2	0	0.0	0.0	0.0	M00635
M00238_1	Complex	D-Methionine transport system	0.0	100.0	5	0.0	43.6276	3	3	1.0	1.0	20.0	M00238
M00274_1	Complex	PTS system, mannitol-specific II component	0.0	100.0	5	0.0	14.0869	3	0	0.0	0.0	0.0	M00274
M00206_1	Complex	Cellobiose transport system	0.0	100.0	5	0.0	15.266	4	1	0.25	0.25	5.0	M00206
M00156_2	Complex	Cytochrome c oxidase, cbb3-type	0.0	100.0	5	0.0	21.8631	3	2	0.6667	0.6667	13.334	M00156
M00391_1	Complex	Exosome, eukaryotes	0.0	100.0	5	0.0	13.4651	10	0	0.0	0.0	0.0	M00391
M00412_1	Complex	ESCRT-III complex	0.0	100.0	5	0.0	10.7951	9	0	0.0	0.0	0.0	M00412
M00214_1	Complex	Methyl-galactoside transport system	0.0	100.0	5	0.0	7.2405	3	0	0.0	0.0	0.0	M00214
M00425_1	Complex	H/ACA ribonucleoprotein complex	0.0	100.0	5	0.0	14.444	4	0	0.0	0.0	0.0	M00425
M00267_1	Complex	PTS system, N-acetylglucosamine-specific II component	0.0	100.0	5	0.0	15.8724	3	2	0.6667	0.6667	13.334	M00267
M00339_1	Complex	RaxAB-RaxC type I secretion system	0.0	100.0	5	0.0	15.6262	3	1	0.3333	0.3333	6.666	M00339
M00270_2	Complex	PTS system, trehalose-specific II component	0.0	100.0	5	0.0	14.4687	3	2	0.6667	0.6667	13.334	M00270
M00587_1	Complex	Arginine/lysine/histidine/glutamine transport system	0.0	100.0	5	0.0	0.7573	2	0	0.0	0.0	0.0	M00587
M00282_1	Complex	PTS system, D-glucosamine-specific II component	0.0	100.0	5	0.0	0.1847	3	0	0.0	0.0	0.0	M00282
M00398_1	Complex	Sm core complex	0.0	100.0	5	0.0	11.6154	7	0	0.0	0.0	0.0	M00398
M00333_1	Complex	Type IV secretion system	0.0	100.0	5	0.0	9.734	6	0	0.0	0.0	0.0	M00333
M00394_1	Complex	RNA degradosome	0.0	100.0	55	50.0	60.1127	4	4	1.0	1.0	1.81818181818	M00394
M00436_1	Complex	Sulfonate transport system	0.0	100.0	5	0.0	21.1797	3	3	1.0	1.0	20.0	M00436
M00286_1	Complex	GINS complex	0.0	100.0	5	0.0	11.4149	4	0	0.0	0.0	0.0	M00286
M00586_1	Complex	Putative amino-acid transport system	0.0	100.0	5	0.0	4.0266	3	0	0.0	0.0	0.0	M00586
M00320_1	Complex	Lipopolysaccharide export system	0.0	100.0	5	0.0	47.174	3	3	1.0	1.0	20.0	M00320
M00381_1	Complex	SCF-SKP2 complex	0.0	100.0	5	0.0	10.5006	4	0	0.0	0.0	0.0	M00381
M00217_1	Complex	D-Allose transport system	0.0	100.0	5	0.0	0.8373	3	0	0.0	0.0	0.0	M00217
M00235_1	Complex	Arginine/ornithine transport system	0.0	100.0	5	0.0	3.9804	4	4	1.0	1.0	20.0	M00235
M00424_1	Complex	Shelterin complex	0.0	100.0	5	0.0	2.7928	5	0	0.0	0.0	0.0	M00424
M00225_1	Complex	Lysine/arginine/ornithine transport system	0.0	100.0	5	0.0	6.0491	4	4	1.0	1.0	20.0	M00225
M00224_1	Complex	Fluoroquinolone transport system	0.0	100.0	5	0.0	2.746	3	0	0.0	0.0	0.0	M00224
M00204_1	Complex	Trehalose/maltose transport system	0.0	100.0	5	0.0	6.6956	4	1	0.25	0.25	5.0	M00204
M00285_1	Complex	MCM complex	0.0	100.0	5	0.0	12.3199	6	0	0.0	0.0	0.0	M00285
M00379_1	Complex	SCF-MET30 complex	0.0	100.0	5	0.0	9.9003	4	0	0.0	0.0	0.0	M00379
M00263_1	Complex	DNA polymerase epsilon complex	0.0	100.0	5	0.0	9.5955	4	0	0.0	0.0	0.0	M00263
M00287_1	Complex	PTS system, galactosamine-specific II component	0.0	100.0	5	0.0	1.8563	4	0	0.0	0.0	0.0	M00287
M00220_1	Complex	Rhamnose transport system	0.0	100.0	5	0.0	6.0122	4	0	0.0	0.0	0.0	M00220
M00221_1	Complex	Putative simple sugar transport system	0.0	100.0	5	0.0	39.4163	3	0	0.0	0.0	0.0	M00221
M00193_1	Complex	Putative spermidine/putrescine transport system	0.0	100.0	5	0.0	23.8825	4	4	1.0	1.0	20.0	M00193
M00605_1	Complex	Glucose/mannose transport system	0.0	100.0	5	0.0	20.1699	4	4	1.0	1.0	20.0	M00605
M00215_1	Complex	D-Xylose transport system	0.0	100.0	5	0.0	14.05	3	3	1.0	1.0	20.0	M00215
M00592_1	Complex	Inositol transport system	0.0	100.0	5	0.0	1.3299	3	0	0.0	0.0	0.0	M00592
M00380_1	Complex	SCF-BTRC complex	0.0	100.0	5	0.0	10.7961	4	0	0.0	0.0	0.0	M00380
M00297_1	Complex	DNA-PK complex	0.0	100.0	5	0.0	8.9644	3	0	0.0	0.0	0.0	M00297
M00306_1	Complex	PTS system, fructose-specific II-like component	0.0	100.0	5	0.0	2.709	3	0	0.0	0.0	0.0	M00306
M00305_1	Complex	PTS system, 2-O-A-mannosyl-D-glycerate-specific II component	0.0	100.0	5	0.0	1.2929	3	0	0.0	0.0	0.0	M00305
M90000_1	Complex	Ribosome, prokaryote	0.0	98.7342	65	65.8228	65.7297	79	50	0.6329	0.641013954638	0.973692307692	M90000
M00435_1	Complex	Taurine transport system	0.0	100.0	5	0.0	11.9074	3	3	1.0	1.0	20.0	M00435
M00591_1	Complex	Putative xylitol transport system	0.0	100.0	5	0.0	1.9948	3	3	1.0	1.0	20.0	M00591
M00326_1	Complex	RTX toxin transport system	0.0	100.0	5	0.0	9.3646	4	1	0.25	0.25	5.0	M00326
M00231_1	Complex	Octopine/nopaline transport system	0.0	100.0	5	0.0	2.2811	4	0	0.0	0.0	0.0	M00231
M00244_1	Complex	Putative zinc/manganese transport system	0.0	100.0	5	0.0	25.6372	3	3	1.0	1.0	20.0	M00244
M90001_1	Complex	Ribosome, bacteria AND archaea	0.0	100.0	95	100.0	93.8523	31	31	1.0	1.0	1.05263157895	M90001
M00405_1	Complex	THC complex	0.0	100.0	5	0.0	8.7107	5	0	0.0	0.0	0.0	M00405
M00327_1	Complex	S-Layer protein transport system	0.0	100.0	5	0.0	0.0739	3	0	0.0	0.0	0.0	M00327
M00284_1	Complex	Origin recognition complex	0.0	100.0	5	0.0	10.6329	6	0	0.0	0.0	0.0	M00284
M00382_2	Complex	SCF-FBS complex	0.0	100.0	5	0.0	9.771	4	0	0.0	0.0	0.0	M00382
M00355_1	Complex	Spliceosome, 35S U5-snRNP	0.0	100.0	5	0.0	11.2576	31	0	0.0	0.0	0.0	M00355
M00293_1	Complex	DNA polymerase zeta  complex	0.0	100.0	5	0.0	10.6576	2	0	0.0	0.0	0.0	M00293
M00161_1	Complex	Photosystem II	0.0	100.0	5	0.0	4.6608	6	0	0.0	0.0	0.0	M00161
M00349_1	Complex	Microcin C transport system	0.0	100.0	5	0.0	17.6395	4	4	1.0	1.0	20.0	M00349
M00328_1	Complex	Hemophore/metalloprotease transport system	0.0	100.0	5	0.0	3.7557	3	3	1.0	1.0	20.0	M00328
M00183_1	Complex	RNA polymerase, bacteria	0.0	100.0	95	100.0	77.9676	4	4	1.0	1.0	1.05263157895	M00183
M00395_3	Complex	Decapping complex	0.0	100.0	5	0.0	9.8338	5	0	0.0	0.0	0.0	M00395
M00440_1	Complex	Nickel transport system	0.0	100.0	5	0.0	4.8836	5	0	0.0	0.0	0.0	M00440
M00237_1	Complex	Branched-chain amino acid transport system	0.0	100.0	5	0.0	45.1348	5	5	1.0	1.0	20.0	M00237
M00386_1	Complex	Cul4-DDB1-CSA complex	0.0	100.0	5	0.0	10.2974	4	0	0.0	0.0	0.0	M00386
M00259_1	Complex	Heme transport system	0.0	100.0	5	0.0	30.2918	3	3	1.0	1.0	20.0	M00259
M00491_1	Complex	arabinogalactan oligomer/maltooligosaccharide transport system	0.0	100.0	5	25.0	26.1821	4	1	0.25	0.25	5.0	M00491
M00295_1	Complex	BRCA1-associated genome surveillance complex (BASC)	0.0	100.0	5	0.0	11.5784	14	0	0.0	0.0	0.0	M00295
M00387_1	Complex	SCF-FBW7 complex	0.0	100.0	5	0.0	10.4267	4	0	0.0	0.0	0.0	M00387
M00414_1	Complex	Bloom's syndrome complex	0.0	100.0	5	0.0	8.8197	4	0	0.0	0.0	0.0	M00414
M00194_1	Complex	Maltose/maltodextrin transport system	0.0	100.0	5	25.0	17.5194	4	1	0.25	0.25	5.0	M00194
M00190_1	Complex	Iron(III) transport system	0.0	100.0	5	0.0	39.0223	3	3	1.0	1.0	20.0	M00190
M00234_1	Complex	Cystine transport system	0.0	100.0	5	0.0	18.015	3	3	1.0	1.0	20.0	M00234
M00275_1	Complex	PTS system, cellobiose-specific II component	0.0	100.0	5	0.0	13.8899	3	0	0.0	0.0	0.0	M00275
M00243_1	Complex	Manganese/iron transport system	0.0	100.0	5	0.0	2.512	3	0	0.0	0.0	0.0	M00243
M00731_1	Complex	Bacitracin transport system	0.0	100.0	5	0.0	0.3879	2	0	0.0	0.0	0.0	M00731
M00245_1	Complex	Cobalt/nickel transport system	0.0	100.0	5	0.0	23.116	4	0	0.0	0.0	0.0	M00245
M00279_1	Complex	PTS system, galactitol-specific II component	0.0	100.0	5	0.0	5.8613	3	0	0.0	0.0	0.0	M00279
M00203_1	Complex	Glucose/arabinose transport system	0.0	100.0	5	0.0	0.5911	3	0	0.0	0.0	0.0	M00203
M00143_1	Complex	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	0.0	100.0	5	0.0	9.9224	10	0	0.0	0.0	0.0	M00143
M00198_1	Complex	Putative sn-glycerol-phosphate transport system	0.0	100.0	5	0.0	20.6225	4	0	0.0	0.0	0.0	M00198
M00191_1	Complex	Thiamine transport system	0.0	100.0	5	0.0	16.0694	3	0	0.0	0.0	0.0	M00191
M00331_1	Complex	Type II general secretion pathway	0.0	100.0	5	8.3333	22.0108	12	11	0.9167	0.9167	18.334	M00331
M00260_1	Complex	DNA polymerase III complex, bacteria	0.0	100.0	95	100.0	77.4535	6	6	1.0	1.0	1.05263157895	M00260
M00619_1	Complex	Xylobiose transport system	0.0	100.0	5	0.0	0.6034	3	0	0.0	0.0	0.0	M00619
M00300_1	Complex	Putrescine transport system	0.0	100.0	5	0.0	15.1459	4	4	1.0	1.0	20.0	M00300
M00291_1	Complex	MRN complex	0.0	100.0	5	0.0	10.1588	3	0	0.0	0.0	0.0	M00291
M00599_1	Complex	Inositol-phosphate transport system	0.0	100.0	5	0.0	2.2442	4	0	0.0	0.0	0.0	M00599
M00581_1	Complex	Biotin transport system	0.0	100.0	5	0.0	19.3449	3	0	0.0	0.0	0.0	M00581
M00566_1	Complex	Dipeptide transport system, Firmicutes	0.0	100.0	5	0.0	1.3022	4	0	0.0	0.0	0.0	M00566
M00343_1	Complex	Archaeal proteasome	0.0	100.0	5	0.0	11.2178	3	0	0.0	0.0	0.0	M00343
M00155_2	Complex	Cytochrome c oxidase, prokaryotes	0.0	100.0	5	0.0	45.8934	2	1	0.5	0.5	10.0	M00155
M00607_1	Complex	Glycerol transport system	0.0	100.0	5	0.0	6.3761	5	5	1.0	1.0	20.0	M00607
M00403_2	Complex	HRD1/SEL1 ERAD complex	0.0	100.0	5	0.0	10.7388	10	0	0.0	0.0	0.0	M00403
M90003_1	Complex	Ribosome, archaea	0.0	96.4286	5	0.0	17.7371	27	0	0.0	0.0	0.0	M90003
M00383_1	Complex	ECV complex	0.0	100.0	5	0.0	7.1371	5	0	0.0	0.0	0.0	M00383
M00229_1	Complex	Arginine transport system	0.0	100.0	5	0.0	6.0307	4	0	0.0	0.0	0.0	M00229
M00181_1	Complex	RNA polymerase III, eukaryotes	0.0	100.0	5	0.0	11.1955	16	0	0.0	0.0	0.0	M00181
M00253_1	Complex	Sodium transport system	0.0	100.0	5	0.0	7.3513	2	0	0.0	0.0	0.0	M00253
M00280_1	Complex	PTS system, glucitol/sorbitol-specific II component	0.0	100.0	5	0.0	6.1076	3	0	0.0	0.0	0.0	M00280
M00385_1	Complex	Cul4-DDB1-DDB2 complex	0.0	100.0	5	0.0	9.4108	4	0	0.0	0.0	0.0	M00385
M00352_1	Complex	Spliceosome, U2-snRNP	0.0	100.0	5	0.0	11.16	20	0	0.0	0.0	0.0	M00352
M00178_1	Complex	Ribosome, bacteria	0.0	100.0	95	98.0769	90.3079	52	50	0.9615	0.9615	1.01210526316	M00178
M00185_1	Complex	Sulfate transport system	0.0	100.0	5	0.0	27.8537	4	4	1.0	1.0	20.0	M00185
M00739_1	Complex	Cationic peptide transport system	0.0	100.0	5	0.0	7.6395	5	0	0.0	0.0	0.0	M00739
M00430_1	Complex	Exon junction complex (EJC)	0.0	100.0	5	0.0	9.3929	15	0	0.0	0.0	0.0	M00430
M00410_1	Complex	ESCRT-II complex	0.0	100.0	5	0.0	11.4272	3	0	0.0	0.0	0.0	M00410
M00324_1	Complex	Dipeptide transport system	0.0	100.0	5	0.0	11.799	5	5	1.0	1.0	20.0	M00324
M00318_1	Complex	Iron/zinc/manganese/copper transport system	0.0	100.0	5	0.0	0.3694	3	0	0.0	0.0	0.0	M00318
M00299_1	Complex	Spermidine/putrescine transport system	0.0	100.0	5	0.0	32.7854	4	0	0.0	0.0	0.0	M00299
M00792_1	Complex	Manganese/zinc transport system	0.0	100.0	5	0.0	3.3124	3	0	0.0	0.0	0.0	M00792
M00186_1	Complex	Tungstate transport system	0.0	100.0	5	0.0	12.6216	3	0	0.0	0.0	0.0	M00186
M00438_1	Complex	Nitrate/nitrite transport system	0.0	100.0	5	0.0	15.2198	3	1	0.3333	0.3333	6.666	M00438
M00158_4	Complex	F-type ATPase, eukaryotes	0.0	100.0	5	0.0	9.0038	15	0	0.0	0.0	0.0	M00158
M00144_4	Complex	NADH:quinone oxidoreductase, prokaryotes	0.0	100.0	5	71.4286	50.8389	13	10	0.7692	0.7692	15.384	M00144
M00429_3	Complex	Competence-related DNA transformation transporter	0.0	100.0	25	12.5	21.292	8	2	0.25	0.25	1.0	M00429
M00150_1	Complex	Fumarate reductase, prokaryotes	0.0	100.0	5	0.0	11.5903	4	0	0.0	0.0	0.0	M00150
M00226_1	Complex	Histidine transport system	0.0	100.0	5	0.0	6.4832	4	4	1.0	1.0	20.0	M00226
M00251_1	Complex	Teichoic acid transport system	0.0	100.0	5	0.0	7.9424	2	0	0.0	0.0	0.0	M00251
M00409_1	Complex	ESCRT-I complex	0.0	100.0	5	0.0	8.321	4	0	0.0	0.0	0.0	M00409
M91000_1	Complex	Ribosome, all	0.0	99.2308	45	40.0	44.7754	130	50	0.3846	0.387581275169	0.854666666667	M91000
M00142_1	Complex	NADH:ubiquinone oxidoreductase, mitochondria	0.0	100.0	5	0.0	5.2298	7	0	0.0	0.0	0.0	M00142
M00340_1	Complex	Proteasome, 20S core particle	0.0	100.0	5	0.0	12.2803	14	0	0.0	0.0	0.0	M00340
M00223_1	Complex	Phosphonate transport system	0.0	100.0	5	0.0	27.866	3	3	1.0	1.0	20.0	M00223
M00720_1	Complex	Multidrug resistance, efflux pump VexEF-TolC	0.0	100.0	5	0.0	14.4933	3	1	0.3333	0.3333	6.666	M00720
M91001_1	Complex	Ribosome, bacteria AND archaea AND eukaryote	0.0	100.0	55	54.386	59.631	57	31	0.5439	0.5439	0.988909090909	M91001
M00304_1	Complex	PTS system, fructose-specific II component	0.0	100.0	5	0.0	0.3602	4	0	0.0	0.0	0.0	M00304
M00236_1	Complex	Putative polar amino acid transport system	0.0	100.0	95	100.0	56.1138	3	3	1.0	1.0	1.05263157895	M00236
M00278_1	Complex	PTS system, sorbose-specific II component	0.0	100.0	5	0.0	0.8774	4	0	0.0	0.0	0.0	M00278
M00302_1	Complex	2-Aminoethylphosphonate transport system	0.0	100.0	5	0.0	3.3432	4	0	0.0	0.0	0.0	M00302
M00200_1	Complex	Putative sorbitol/mannitol transport system	0.0	100.0	5	25.0	20.3823	4	4	1.0	1.0	20.0	M00200
M00813_1	Complex	Lantibiotic transport system	0.0	100.0	5	0.0	4.4576	3	0	0.0	0.0	0.0	M00813
