freq	total_cov	major_cov	minor_cov
0.244968414	81	61	20
0.230402946	87	67	20
0.228272915	87	67	19
0.249311447	77	57	19
0.239704132	50	38	12
0.116164684	61	53	7
0.109377861	64	57	7
0.110526562	63	56	7
0.110936642	63	56	7
0.104521275	86	77	9
0.0908436775	99	89	9
0.117134094	111	97	13
0.130820274	99	86	13
0.131077766	99	86	13
0.12976408	99	86	13
0.114742279	103	91	12
0.106701374	112	100	12
0.116454124	77	68	9
0.0612344742	81	76	5
0.157220364	90	75	14
0.221055508	104	79	23
0.236893177	97	74	23
0.235492229	97	74	23
0.258310318	89	66	23
0.258293152	89	66	23
0.290888786	79	56	23
0.29108572	79	56	23
0.290956974	79	56	23
0.257549763	89	66	23
0.350872517	94	61	33
0.26367569	72	53	19
0.264014721	72	53	19
0.264087677	72	53	19
0.277719975	72	52	20
0.249778748	64	48	16
0.266645908	60	44	16
0.276016712	58	42	16
0.257777691	62	46	16
0.254025459	63	47	16
0.212179661	66	52	14
0.186529636	75	61	14
0.184298038	76	62	14
0.108669758	92	82	10
0.12124157	82	72	10
0.162121773	86	72	14
0.294145584	85	60	25
0.294373512	85	60	25
0.333446026	81	54	27
0.346684456	98	64	34
0.361700535	94	60	34
0.340553761	91	59	31
0.360322475	86	55	31
0.360775471	86	55	31
0.22878027	96	74	22
0.215210915	93	73	20
0.0888152122	56	51	5
0.11583662	43	38	5
0.116095543	43	38	5
0.115439415	43	38	5
0.0895533562	52	46	5
0.0959353447	52	47	5
0.0828566551	60	55	5
0.0830383301	60	55	5
0.079082489	63	58	5
0.0790405273	63	58	5
0.0781931877	64	58	5
0.131523609	76	66	10
0.138899803	79	68	11
0.132496357	83	72	11
0.115101337	79	68	11
0.169517517	64	52	12
0.166378975	96	80	16
0.169879913	94	78	16
0.179388523	89	73	16
0.183629036	87	71	16
0.159388065	100	84	16
0.213426113	75	59	16
0.235514164	72	55	17
0.260398865	73	54	19
0.260187149	73	54	19
0.194895744	92	74	18
0.201895714	79	63	16
0.136352539	73	63	10
0.0991125107	70	63	7
0.317529678	85	58	27
0.183634758	49	40	9
0.183264256	49	40	9
0.183535099	49	40	9
0.176323891	51	42	9
0.183623791	49	40	9
0.187355518	48	39	9
0.147529125	61	52	9
0.10094738	69	62	7
0.114661694	61	54	7
0.101260662	79	70	8
0.105162621	76	68	8
0.134816647	82	70	11
0.146548271	81	69	12
0.145903587	82	70	12
0.145969391	82	70	12
0.0915827751	87	79	8
0.137482166	87	75	12
0.0904536247	88	80	8
0.0887761116	90	82	8
0.177079201	96	79	17
0.0616950989	113	106	7
0.0637726784	109	102	7
0.0673522949	103	96	7
0.107079506	93	83	10
0.119119644	42	37	5
0.177685261	45	37	8
0.122847557	57	50	7
0.07218647	69	64	5
0.114071369	70	62	8
0.0975170135	81	73	8
0.166460514	84	70	14
0.176251888	84	69	15
0.166534424	78	65	13
0.166771889	78	65	13
0.174362659	80	66	14
0.203616142	80	63	16
0.170283794	82	68	14
0.199615479	81	64	16
0.181441784	71	58	13
0.392111778	140	85	55
0.356024742	146	94	52
0.369560242	142	89	52
0.305773258	167	116	51
0.349578857	163	106	57
0.251261711	143	107	36
0.125540733	134	117	17
0.124650478	136	119	17
0.064643383	136	127	9
0.195174217	137	109	26
0.0692424774	137	127	10
0.0632052422	140	131	9
0.0977244377	121	108	12
0.0827803612	121	110	10
0.0841760635	118	108	10
0.0935692787	116	105	11
0.0872602463	103	94	9
0.0844192505	104	95	9
0.0769476891	114	105	9
0.0902709961	97	88	9
0.333400726	108	72	36
0.333104134	108	72	36
0.273356438	106	77	29
0.258642673	112	83	29
0.25662756	112	83	29
0.129274368	110	95	14
0.112202644	89	79	10
0.113273144	88	78	10
0.0896439552	89	81	8
0.090713501	88	80	8
0.146186352	82	70	12
0.110655785	54	48	6
0.110652447	54	48	6
0.120400906	58	51	7
0.11096859	63	56	7
0.11265707	61	54	7
0.116550922	60	53	7
0.116393566	60	53	7
0.115251064	60	53	7
0.129160881	54	47	7
0.129318714	54	47	7
0.131789684	53	46	7
0.0913286209	73	66	7
0.180884361	105	86	19
0.255361557	93	69	23
0.281389236	85	61	24
0.236732006	76	58	18
0.253270149	71	53	18
0.128158092	54	47	7
0.128311157	54	47	7
0.241358757	58	44	14
0.291468143	48	34	14
0.288966656	48	34	14
0.245671272	57	43	14
0.241446018	58	44	14
0.238818645	58	44	14
0.20349741	54	43	11
0.210765362	54	42	11
0.19237709	52	42	10
0.233101845	60	46	14
0.233278275	60	46	14
0.168608189	77	64	13
0.168710709	77	64	13
0.163211346	85	71	14
0.113843441	70	62	8
0.125075817	64	56	8
0.125087738	64	56	8
0.11081171	63	56	7
0.0908203125	55	50	5
0.182569504	59	44	9
0.151444912	59	50	9
0.183571339	76	62	14
0.201657772	94	75	19
0.0530176163	94	89	5
0.0519270897	96	91	5
0.052008152	96	91	5
0.0627574921	95	89	6
0.239912987	96	72	23
0.234334946	95	72	22
0.183712482	87	71	16
0.26594305	86	63	23
0.230669975	83	60	16
0.235517979	85	64	20
0.0839586258	83	76	7
0.301497936	83	58	25
0.302496433	86	60	26
0.27657938	88	63	24
0.288208008	96	68	28
0.298012257	87	61	26
0.302081108	86	60	26
0.305363178	85	59	26
0.318674088	80	54	25
0.212831497	71	55	15
0.192819595	78	63	15
0.168620586	77	64	13
0.183260441	71	58	13
0.213888168	60	47	13
0.211686611	61	47	13
0.199565887	65	52	13
0.196205139	66	53	13
0.190903664	68	55	13
0.188271523	69	56	13
0.185509682	70	57	13
0.150426865	86	73	13
0.156282425	83	70	13
0.129095078	85	74	11
0.0929298401	86	78	8
0.116667271	77	68	9
0.119956493	76	66	9
0.123187065	73	64	9
0.149909019	60	51	9
0.149763584	60	51	9
0.172683716	52	43	9
0.172749519	52	43	9
0.160429955	56	47	9
0.176249981	51	42	9
0.157574177	57	48	9
0.157513618	57	48	9
0.14981699	60	51	9
0.0713014603	70	65	5
0.254209995	47	33	13
0.087023735	125	114	11
0.0866260529	124	113	11
0.0886974335	124	113	11
0.0859041214	128	117	11
0.0900969505	133	121	12
0.089993	133	121	12
0.0988855362	121	109	12
0.100660324	119	107	12
0.100684166	119	107	12
0.106202602	122	109	13
0.196732998	122	98	24
0.195034981	123	99	24
0.204889297	117	93	24
0.237430096	118	90	28
0.205410957	117	93	24
0.107871532	120	107	13
0.110120296	127	113	14
0.177460194	124	102	22
0.233734608	94	72	22
0.229260921	97	74	22
0.233909607	94	72	22
0.244367123	90	68	22
0.223374844	85	66	19
0.225926876	84	65	19
0.223582268	85	66	19
0.231905937	82	62	19
0.312417507	80	55	25
0.312565327	80	55	25
0.226104259	84	65	19
0.207287312	82	65	17
0.199634552	80	64	16
0.194795132	82	66	16
0.228737831	72	55	16
0.219503403	72	56	16
0.207633495	77	61	16
0.185970306	81	65	15
0.199939251	80	64	16
0.0766897202	65	60	5
0.0816340446	61	56	5
0.0816483498	61	56	5
0.166419029	102	85	17
0.166261673	102	85	17
0.166471004	102	85	17
0.164703846	103	86	17
0.177569389	90	74	16
0.178758144	95	78	17
0.278430462	75	54	21
0.220583916	77	60	17
0.245210171	73	55	18
0.0832395554	48	44	4
0.0766072273	52	48	4
0.0815787315	61	56	5
0.0830039978	60	55	5
0.116425991	60	53	7
0.117625237	59	52	7
0.0721774101	69	64	5
0.137935638	58	50	8
0.0977377892	51	46	5
0.151707649	46	39	7
0.151865005	46	39	7
0.110889435	45	40	5
0.0927782059	57	50	5
0.182482243	65	53	12
0.0980405807	60	54	6
0.140637398	85	73	12
0.151691437	92	78	14
0.0929260254	62	56	6
0.0855031013	70	64	6
0.0745387077	80	74	6
0.0766234398	52	48	4
0.0622353554	96	90	6
0.0530900955	94	89	5
0.0545578003	92	86	5
0.0542097092	92	87	5
0.0586862564	85	80	5
0.0586986542	85	80	5
0.0608258247	82	77	5
0.0639853477	78	73	5
0.0608310699	82	77	5
0.0713553429	70	65	5
0.0713162422	70	65	5
0.115689754	128	113	15
0.143416405	132	113	19
0.155382633	122	102	19
0.150520802	126	107	19
0.181375027	127	104	23
0.177570343	128	105	23
0.175680161	131	108	23
0.189700603	142	115	27
0.199702263	150	120	30
0.183660507	136	111	25
0.128361225	124	108	16
0.0832099915	103	94	9
0.137631893	87	75	12
0.117302895	102	90	12
0.18652153	102	83	19
0.22227335	117	91	26
0.236270905	110	84	26
0.190509319	110	89	21
0.173120022	121	100	21
0.175883293	119	98	21
0.482417107	114	59	55
0.173637867	109	90	19
0.259945869	100	74	26
0.159704208	100	84	16
0.236888409	127	82	26
0.215660095	125	98	27
0.344202995	113	74	39
0.168550014	113	93	19
0.172544003	110	91	19
0.172595978	110	91	19
0.105163574	86	76	9
0.104282856	86	77	9
0.137814999	78	67	11
0.10464716	105	94	11
0.0809435844	133	122	11
0.159258842	50	42	8
0.168764591	65	54	11
0.168549538	77	64	13
0.144559383	69	59	10
0.146153927	69	58	10
0.130967617	76	66	10
0.131198883	74	64	10
0.136798382	73	63	10
0.144403934	76	65	11
0.144629002	76	65	11
0.124636173	88	77	11
0.124280453	88	77	11
0.126209259	87	76	11
0.12604475	110	96	14
0.140434265	121	104	17
0.148374557	121	103	18
0.147847652	115	97	17
0.0854439735	117	107	10
0.164743423	103	86	17
0.158518791	119	99	19
0.165597916	127	105	21
0.176959038	124	102	22
0.105035305	141	126	15
0.158620358	137	115	22
0.0806655884	148	136	12
0.0878376961	88	80	8
0.0918498039	87	78	8
0.0920763016	87	78	8
0.090086937	88	80	8
0.0915055275	87	79	8
0.0907969475	88	80	8
0.0877661705	91	83	8
0.0879764557	91	82	8
0.0937628746	85	77	8
0.0864315033	92	84	8
0.101341724	79	71	8
0.120993137	72	63	9
0.108129501	74	65	8
0.108061314	74	66	8
0.100132942	80	72	8
0.103557587	77	69	8
0.103556633	77	69	8
0.0950803757	84	76	8
0.0905485153	88	80	8
0.0885648727	56	51	5
0.0846896172	56	51	5
0.068007946	73	68	5
0.0818524361	70	64	6
0.100371361	69	62	7
0.096180439	81	73	8
0.0854716301	91	83	8
0.121837616	49	43	6
0.221869946	45	35	10
0.0725235939	55	51	4
0.425843716	54	31	23
0.0866641998	46	42	4
0.537566185	46	23	19
0.587361813	46	27	19
0.465452194	58	31	27
0.477199078	42	22	20
0.488954544	41	21	20
0.233764648	51	39	12
0.228400707	53	40	12
0.224750042	53	41	12
0.221883297	54	42	12
0.217865467	55	43	12
0.101196289	120	107	12
0.106163502	113	101	12
0.151256084	119	100	18
0.135980129	132	114	18
0.178403854	140	115	25
0.195652008	132	106	26
0.183392048	147	120	27
0.182106972	148	121	27
0.15237999	118	100	18
0.102695942	107	96	11
0.061841011	97	90	6
0.0620455742	97	90	6
0.0780272484	77	71	6
0.0635066032	94	88	6
0.061164856	98	92	6
0.106453896	91	81	10
0.090783596	99	90	9
0.0903987885	99	90	9
0.073720932	108	100	8
0.0591650009	118	111	7
0.109969616	154	137	17
0.100487709	149	134	15
0.0974411964	123	111	12
0.0950813293	126	114	12
0.150480747	93	79	14
0.17042923	88	73	15
0.222098827	90	70	20
0.155469418	90	76	14
0.146351814	96	81	14
0.150339127	93	79	14
0.13461256	89	77	12
0.146169662	82	70	12
0.159936905	75	63	12
0.159490108	75	63	12
0.152815819	73	61	11
0.162056446	74	61	12
0.162342072	75	62	12
0.17906332	67	55	12
0.203074455	59	47	12
0.180123806	61	50	11
0.180220604	61	50	11
0.191369534	73	59	14
0.140182972	100	86	14
0.153542519	104	88	16
0.140311241	114	98	16
0.135607243	118	102	16
0.135049343	119	102	16
0.131440639	120	103	16
0.13226366	121	105	16
0.143055916	105	90	15
0.153514385	104	88	16
0.144114494	104	89	15
0.157953739	103	86	16
0.132068157	53	46	7
0.139976978	50	43	7
0.167024612	42	35	7
0.145772934	48	41	7
0.174957275	40	33	7
0.174933434	40	33	7
0.194485664	36	29	7
0.193858624	36	29	7
0.241074085	29	22	7
0.162338734	67	56	11
0.150141239	73	62	11
0.14049387	78	67	11
0.136960506	80	69	11
0.142679214	77	66	11
0.18152523	77	63	14
0.0643992424	90	84	6
0.0654039383	90	84	6
0.0680537224	88	82	6
0.0680851936	88	82	6
0.0595941544	100	94	6
0.0597853661	100	94	6
0.0610666275	98	92	6
0.0569996834	105	99	6
0.0560827255	98	92	6
0.177714348	107	88	19
0.184264183	103	84	19
0.170951843	111	92	19
0.0998711586	80	72	8
0.168393135	83	69	14
0.156944752	89	75	14
0.158912182	88	74	14
0.162175179	80	67	13
0.164775372	79	66	13
0.190863609	68	55	13
0.191222668	68	55	13
0.115943432	86	76	10
0.116067886	86	76	10
0.123316765	81	71	10
0.126457214	79	69	10
0.126189709	79	69	10
0.123334408	89	78	11
0.132067204	106	91	14
0.160877228	118	99	19
0.113199711	121	107	14
0.107866764	111	99	12
0.133986473	67	58	9
0.115767956	77	68	9
0.107118607	84	75	9
0.193978786	103	83	20
0.192366123	104	84	20
0.151842117	112	95	17
0.146118164	112	95	16
0.166732311	90	75	15
0.155274868	90	76	14
0.119738102	108	95	13
0.157094002	63	53	10
0.140957355	70	60	10
0.145805836	67	57	10
0.223631859	62	48	14
0.255853176	55	40	14
0.226920128	61	47	14
0.187402725	80	65	15
0.185204506	81	66	15
0.189585209	79	64	15
0.175191402	80	65	14
0.166341782	84	70	14
0.117358685	85	75	10
0.1409688	78	67	11
0.147138119	102	87	15
0.135056973	104	89	14
0.143756866	106	90	15
0.148445129	101	86	15
0.0767812729	104	96	8
0.0820345879	97	89	8
0.0810465813	96	86	8
0.0785617828	89	82	7
0.0691127777	101	94	7
0.234944344	68	52	16
0.228572369	70	54	16
0.216575146	60	47	13
0.221956253	54	42	12
0.210248947	57	45	12
0.0783843994	135	124	11
0.111391068	169	150	19
0.112223148	169	150	19
0.122802258	163	142	20
0.115225792	163	144	19
0.113612652	167	148	19
0.109906673	167	148	18
0.114926338	163	144	19
0.120331764	158	139	19
0.143699169	132	112	19
0.104001999	150	134	16
0.0812849998	159	146	13
0.0939126015	85	77	8
0.0971727371	80	72	8
0.102597237	80	71	8
0.100040436	80	71	8
0.107122421	84	75	9
0.105739594	85	76	9
0.138030052	108	93	15
0.145881653	108	92	16
0.0904064178	88	80	8
0.122426033	79	68	9
0.102335453	87	78	9
0.138706684	72	62	10
0.142883301	54	46	8
0.149751663	53	45	8
0.307041645	68	47	21
0.278196812	72	52	20
0.279920101	75	54	21
0.278940678	75	54	21
0.262151241	80	59	21
0.246601582	85	64	21
0.228086472	92	71	21
0.22573185	92	71	20
0.228996754	91	70	21
0.230521202	91	70	21
0.0904922485	87	79	8
0.0987858772	91	82	9
0.191532612	104	84	20
0.0527911186	94	89	5
0.156573296	95	80	15
0.251435757	127	95	32
0.265192032	117	86	31
0.2024436	119	95	24
0.20182991	119	95	24
0.132964611	135	117	18
0.134774685	133	115	18
0.141326427	127	109	18
0.103130341	87	78	9
0.106958866	84	75	9
0.107010365	84	75	9
0.135951042	88	76	12
0.153673649	78	66	12
0.157714844	76	64	12
0.149816513	80	68	12
0.161790371	74	62	12
0.164440632	73	61	12
0.162429333	73	61	12
0.123557091	57	49	7
0.0850071907	58	53	5
0.0858259201	58	53	5
0.0739302635	66	61	5
0.14987278	93	79	14
0.150396347	93	79	14
0.129589558	108	94	14
0.133868694	104	90	14
0.132008553	106	92	14
0.0613245964	114	107	7
0.0634498596	108	101	7
0.0652132034	107	100	7
0.0704956055	99	92	7
0.0688896179	101	94	7
0.0836701393	107	98	9
0.0773820877	116	107	9
0.247005463	101	76	25
0.234235764	111	85	26
0.224043369	116	90	26
0.218628883	119	93	26
0.214483738	121	95	26
0.214632988	121	95	26
0.216498375	120	94	26
0.176950455	113	93	20
0.177184582	113	93	20
0.176676273	113	93	20
0.184700012	108	88	20
0.190526009	105	85	20
0.184785843	108	88	20
0.160395622	119	98	20
0.16925478	118	98	20
0.169248581	118	98	20
0.243614197	115	87	28
0.310621738	120	82	37
0.392756462	140	85	55
0.401127338	137	82	55
0.386205196	132	81	51
0.376102448	101	63	38
0.402667999	95	56	38
0.37088728	97	61	36
0.115961552	112	99	13
0.120335102	109	95	13
0.140051365	93	80	13
0.139439106	93	80	13
0.16340971	104	87	17
0.163481236	104	87	17
0.163422585	104	87	17
0.153101444	111	94	17
0.148782253	114	97	17
0.154413223	110	93	17
0.125056267	114	98	14
0.122691631	114	100	14
0.122908115	114	100	14
0.135948181	103	89	14
0.133297443	105	91	14
0.141239643	99	85	14
0.156029701	141	119	22
0.136748314	152	131	21
0.133223057	150	129	20
0.135583878	147	127	20
0.139345169	143	123	20
0.139225483	149	128	21
0.150186539	133	113	20
0.108269215	138	123	15
0.142961025	112	94	16
0.140298367	114	98	16
0.0759968758	87	80	7
0.0998802185	80	72	8
0.102356911	88	79	9
0.0809121132	100	91	8
0.0828495026	97	88	8
0.0913281441	99	89	9
0.0838274956	95	87	8
0.0922427177	92	83	8
0.0931596756	96	87	9
0.0726819038	82	76	6
0.141860008	118	100	17
0.136920452	100	86	14
0.142702579	98	84	14
0.142830372	98	84	14
0.148746014	94	80	14
0.124628067	111	97	14
0.132812977	105	91	14
0.133192539	105	91	14
0.125265121	112	97	14
0.121474743	115	101	14
0.125891209	111	97	14
0.0886859894	101	92	9
0.0995163918	90	81	9
0.098610878	91	82	9
0.0985307693	91	82	9
0.106876373	84	75	9
0.106992245	84	75	9
0.128659725	85	74	11
0.109292984	82	73	9
0.109580517	82	73	9
0.105544567	85	76	9
0.123877525	137	120	17
0.124369621	137	119	17
0.126497269	133	116	17
0.124263287	136	119	17
0.127388	133	116	17
0.122408867	130	114	16
0.122932434	130	114	16
0.0577321053	121	114	7
0.0571880341	116	109	7
0.0615811348	113	106	7
0.0575318336	113	106	7
0.0519976616	132	125	7
0.0547389984	121	114	7
0.0556917191	117	109	7
0.0684623718	96	89	7
0.140621185	114	97	16
0.311169147	61	42	19
0.306744576	62	43	19
0.284016609	67	48	19
0.300940514	63	44	19
0.274006844	62	45	17
0.274240017	62	45	17
0.274374008	62	45	17
0.157076836	76	64	12
0.054017067	112	104	7
0.0502347946	99	93	5
0.0875382423	114	104	10
0.204422951	83	66	17
0.213020325	84	66	18
0.0845208168	94	86	8
0.0847272873	94	86	8
0.0974321365	82	74	8
0.0915050507	87	79	8
0.102590561	79	70	8
0.119213104	67	59	8
0.130218983	69	60	9
0.0963048935	81	73	8
0.0958733559	81	73	8
0.0905327797	66	60	6
0.0997929573	60	54	6
0.096765995	60	54	6
0.0829567909	72	66	6
0.152779102	78	66	12
0.152950764	78	66	12
0.134523392	89	77	12
0.153573036	78	66	12
0.134463787	89	77	12
0.154617786	83	70	13
0.14270401	84	72	12
0.142354012	84	72	12
0.248583317	73	54	19
0.0686688423	58	54	4
0.0812420845	57	52	5
0.0687298775	58	54	4
0.0752148628	53	49	4
0.0767321587	52	48	4
0.0677504539	59	55	4
0.12178421	98	84	14
0.132455349	98	85	13
0.121006489	107	94	13
0.110720158	117	104	13
0.117082119	111	98	13
0.105838776	113	101	12
0.105552197	113	101	12
0.0772209167	116	107	9
0.0644974709	77	72	5
0.170772552	76	63	13
0.251320362	83	62	21
0.151004314	78	66	12
0.127318382	102	89	13
0.422339439	118	53	43
0.189063549	118	95	22
0.372119427	118	74	44
0.365680218	118	74	43
0.364532948	118	75	43
0.337756634	118	78	39
0.386570454	128	66	41
0.34213686	130	67	41
0.360514641	122	78	44
0.346551895	121	78	41
0.339267254	121	79	41
0.340843201	123	81	42
0.13361454	112	97	15
0.126920223	110	96	14
0.461047173	91	49	42
0.166549683	54	45	9
0.113743305	141	124	16
0.13703537	131	113	18
0.157155514	140	118	22
0.148013115	141	120	21
0.171289444	140	116	24
0.217750072	147	115	32
0.190422535	147	119	28
0.18238163	131	107	24
0.167627811	131	109	22
0.181603432	121	99	22
0.218533039	123	95	27
0.144006252	119	98	17
0.172970295	121	100	21
0.15551281	119	97	17
0.142547607	119	102	17
0.16245079	135	113	22
0.119337559	140	123	17
0.123121262	112	98	14
0.152291775	92	78	14
0.155661106	90	76	14
0.169085026	94	78	16
0.177070141	90	74	16
0.177433014	90	74	16
0.181696892	87	71	16
0.155005932	90	76	14
0.181869984	88	72	16
0.159983635	99	83	16
0.165376663	96	80	16
0.145889759	96	82	14
0.0853538513	82	75	7
0.231883049	82	63	19
0.144705296	78	66	11
0.176697731	76	57	13
0.190340519	73	58	14
0.224141598	80	62	18
0.164219379	73	61	12
0.197006702	88	69	16
0.098757267	81	73	8
0.0996403694	122	107	12
0.0774354935	118	103	9
0.126855373	118	103	15
0.0802092552	126	111	9
0.0735249519	122	113	9
0.0571498871	122	115	7
0.118441582	127	111	15
0.0740790367	54	50	4
0.0733571053	95	88	7
0.126432419	71	62	9
0.126818657	71	62	9
0.386811256	88	54	34
0.333963394	105	70	35
0.297784328	118	82	35
0.166656017	98	81	16
0.0659985542	90	84	6
0.0863666534	92	84	8
0.121340752	115	101	14
0.11182785	98	87	11
0.105055809	85	76	9
0.0768866539	91	84	7
0.0802669525	95	87	8
0.121552944	74	65	9
0.203978539	88	70	18
0.219364643	82	64	18
0.219244003	82	64	18
0.21159029	85	67	18
0.174729824	103	85	18
0.0662837029	105	98	7
0.082218647	97	89	8
0.0903353691	88	80	8
0.159965038	100	83	16
0.175104141	97	80	17
0.182678699	93	76	17
0.186675549	91	74	17
0.18655777	91	74	17
0.180614471	94	77	17
0.171413898	99	82	17
0.171908855	104	86	18
0.163935661	96	80	16
0.184956074	81	66	15
0.184786797	81	66	15
0.104436874	86	77	9
0.10573101	85	76	9
0.112273693	89	79	10
0.112194538	89	79	10
0.109267712	107	95	12
0.122337341	98	86	12
0.120978832	99	87	12
0.118676186	101	89	12
0.119654655	100	88	12
0.113808632	105	93	12
0.117736816	102	90	12
0.13228941	95	82	13
0.133520603	90	78	12
0.137503624	87	75	12
0.149767876	87	74	13
0.137439251	87	75	12
0.123601913	97	85	12
0.144361496	116	99	17
0.127754688	125	109	16
0.115940094	112	99	13
0.108437538	83	74	9
0.108485222	92	82	10
0.0998239517	90	81	9
0.0944833755	94	84	9
0.103007793	97	87	10
0.105185032	95	85	10
0.0804057121	87	80	7
0.0907406807	76	69	7
0.0862269402	81	74	7
0.0873990059	80	73	7
0.0984115601	71	64	7
0.0895690918	78	71	7
0.0895910263	78	71	7
0.0926575661	74	67	7
0.114566803	61	54	7
0.109539032	82	73	9
0.106992245	84	75	9
0.105539799	85	76	9
0.105694294	85	76	9
0.0998826027	90	81	9
0.100913525	89	80	9
0.0897774696	100	91	9
0.0749530792	93	86	7
0.0748906136	93	86	7
0.0748910904	93	86	7
0.0633177757	106	99	7
0.0675501823	102	95	7
0.0720677376	96	89	7
0.0683732033	102	94	7
0.0793032646	88	81	7
0.0791597366	88	81	7
0.0791864395	88	81	7
0.0713143349	98	91	7
0.221458912	90	70	20
0.240773678	85	64	20
0.197658062	96	77	19
0.195729733	91	73	18
0.186747551	91	74	17
0.193636894	91	72	17
0.168111801	101	84	17
0.180630684	94	77	17
0.0794386864	88	81	7
0.0932788849	75	68	7
0.0766353607	130	120	10
0.0736899376	135	125	10
0.073325634	136	126	10
0.0580615997	83	77	5
0.169607639	100	83	17
0.164541721	102	85	17
0.182725906	93	76	17
0.184798241	103	83	19
0.158711433	120	100	19
0.158123493	120	101	19
0.152114868	124	105	19
0.107230186	121	108	13
0.102020264	127	114	13
0.104505062	124	111	13
0.0997753143	130	117	13
0.0529985428	113	107	6
0.0501718521	116	110	6
0.181540489	55	45	10
0.21777916	55	43	12
0.209046841	57	45	12
0.238842964	50	38	12
0.205559731	58	46	12
0.175343513	67	55	12
0.1703825	69	57	12
0.170893669	70	58	12
0.162546158	73	61	12
0.173411369	69	57	12
0.155076981	83	70	13
0.122157097	90	79	11
0.127576351	86	75	11
0.128004551	86	74	11
0.123303413	93	80	11
0.0508704185	98	93	5
0.0546360016	109	103	6
0.0677161217	118	110	8
0.074640274	107	99	8
0.0757956505	105	97	8
0.0761365891	105	97	8
0.0842232704	95	87	8
0.0829849243	96	88	8
0.0660734177	91	84	6
0.0620441437	112	105	7
0.0567011833	123	116	7
0.0562310219	124	116	7
0.0599961281	117	109	7
0.0596494675	117	110	7
0.0651359558	107	100	7
0.0743808746	107	99	8
0.0533413887	130	123	7
0.0552663803	126	119	7
0.234923363	119	91	28
0.235234261	119	91	28
0.218643665	128	100	28
0.217858791	128	100	28
0.231288433	121	93	28
0.238516808	121	92	29
0.22198391	130	101	29
0.222904682	124	96	28
0.186869621	134	108	25
0.185431957	140	114	26
0.151499748	98	83	15
0.21066761	90	71	19
0.213584423	89	70	19
0.22880888	83	64	19
0.223439217	85	66	19
0.216092587	74	58	16
0.0802073479	87	80	7
0.0618467331	113	106	7
0.060901165	114	107	7
0.059949398	116	109	7
0.0577673912	123	115	7
0.0515069962	135	128	7
0.132459641	105	91	14
0.136759758	95	82	13
0.137110233	95	82	13
0.15579319	95	80	15
0.188098907	107	86	20
0.194571495	108	87	21
0.183881283	114	93	21
0.169759274	100	83	17
0.103692532	125	112	13
0.102673531	126	113	13
0.123007298	107	93	13
0.139149666	86	74	12
0.142823219	84	72	12
0.137270927	87	75	12
0.133155346	90	78	12
0.140798569	85	73	12
0.123478413	97	85	12
0.120525837	97	85	12
0.130244732	92	80	12
0.0887565613	90	82	8
0.0645222664	93	87	6
0.0643758774	93	87	6
0.0951042175	84	76	8
0.167595387	91	75	15
0.195273399	81	65	16
0.226600647	67	51	15
0.419172764	86	49	36
0.538523674	104	56	48
0.524039268	105	55	50
0.539216995	102	55	47
0.533282757	103	54	48
0.565723896	120	67	52
0.571484566	119	68	51
0.525972366	122	63	57
0.473959923	130	68	61
0.414972782	122	71	50
0.40816927	125	74	51
0.244839668	102	77	25
0.171615124	93	77	16
0.127590656	94	82	12
0.124693871	96	84	12
0.199757576	95	76	19
0.240290165	100	76	24
0.224299908	93	72	21
0.22543478	93	72	21
0.222435951	94	73	21
0.202875614	103	82	21
0.201835155	104	83	21
0.201562405	104	83	21
0.136838913	95	82	13
0.0821356773	73	67	6
0.0808625221	74	68	6
0.150785923	111	94	17
0.153284073	111	94	17
0.0624895096	108	100	7
0.0542564392	110	104	6
0.0572638512	117	110	7
0.0586271286	102	96	6
0.0629925728	95	89	6
0.0586652756	102	96	6
0.0610208511	98	92	6
0.0610237122	98	92	6
0.107582092	119	106	13
0.0956411362	101	91	10
0.0570025444	122	115	7
0.0554432869	126	118	7
0.0539093018	129	122	7
0.0527777672	132	125	7
0.0531635284	131	124	7
0.0531821251	131	124	7
0.0665974617	105	98	7
0.0620918274	112	105	7
0.062836647	111	104	7
0.065305233	107	100	7
0.0717587471	97	90	7
0.0720973015	97	90	7
0.0717597008	97	90	7
0.0719256401	97	90	7
0.0767631531	103	95	8
0.070546627	99	92	7
0.0708241463	99	91	7
0.107526302	139	124	15
0.0721387863	139	129	10
0.0748715401	135	120	10
0.110982895	135	120	15
0.0601797104	133	125	8
0.0616035461	129	121	8
0.121593475	131	114	16
0.100850105	128	114	13
0.0957970619	129	116	13
0.120053768	137	120	17
0.152124405	92	78	14
0.138275146	92	79	13
0.0747179985	76	67	5
0.056368351	88	83	5
0.100939751	71	62	7
0.101610661	70	62	7
0.0963816643	75	67	7
0.147564888	73	62	11
0.113399982	88	78	10
0.113745689	88	78	10
0.123265743	81	71	10
0.135071278	73	63	10
0.0977554321	100	90	10
0.0951581001	87	78	8
0.187222004	91	74	17
0.257154942	108	80	28
0.13117218	63	54	9
0.0677351952	103	96	7
0.0762944221	112	103	9
0.0768356323	112	103	9
0.0755090714	121	111	9
0.0712151527	98	91	7
0.0642461777	93	87	6
0.0601329803	99	93	6
0.0684084892	96	89	7
0.094643116	95	86	9
0.131773949	91	79	12
0.123622894	97	85	12
0.164806366	91	76	15
0.150980473	98	82	15
0.114616871	111	98	13
0.118102551	110	97	13
0.112988949	115	102	13
